Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5470          11.0396      -1.6785      12.7182  2186.5
0.5480          11.0091      -1.8035      12.8126  2202.7
0.5490          11.0073      -1.9385      12.9458  2225.6
0.5500          10.9921      -2.0811      13.0731  2247.5
0.5510          10.9796      -2.2259      13.2055  2270.3
0.5520          10.9470      -2.3681      13.3151  2289.1
0.5530          10.9117      -2.5033      13.4150  2306.3
0.5540          10.8597      -2.6274      13.4871  2318.7
0.5550          10.8463      -2.7385      13.5848  2335.5
0.5560          10.8478      -2.8347      13.6826  2352.3
0.5570          10.8146      -2.9148      13.7294  2360.3
0.5580          10.8051      -2.9767      13.7818  2369.4
0.5590          10.7974      -3.0201      13.8175  2375.5
0.5600          10.7566      -3.0454      13.8021  2372.8
0.5610          10.7257      -3.0524      13.7781  2368.7
0.5620          10.6976      -3.0414      13.7390  2362.0
0.5630          10.7045      -3.0122      13.7167  2358.2
0.5640          10.6768      -2.9667      13.6435  2345.6
0.5650          10.6680      -2.9065      13.5745  2333.7
0.5660          10.6662      -2.8329      13.4990  2320.7
0.5670          10.6713      -2.7474      13.4187  2306.9
0.5680          10.6334      -2.6532      13.2866  2284.2
0.5690          10.6215      -2.5499      13.1714  2264.4
0.5700          10.5900      -2.4398      13.0298  2240.1
0.5710          10.6001      -2.3259      12.9259  2222.2
0.5720          10.5675      -2.2092      12.7766  2196.5
0.5730          10.5571      -2.0914      12.6485  2174.5
0.5740          10.5297      -1.9747      12.5045  2149.8
0.5750          10.4621      -1.8608      12.3229  2118.5
0.5760          10.4411      -1.7504      12.1915  2096.0
0.5770          10.4328      -1.6462      12.0790  2076.6
0.5780          10.4463      -1.5488      11.9950  2062.2
0.5790          10.5132      -1.4567      11.9700  2057.9
0.5800          10.5173      -1.3713      11.8886  2043.9
0.5810          10.5209      -1.2928      11.8138  2031.0
0.5820          10.4199      -1.2232      11.6431  2001.7
0.5830          10.3762      -1.1621      11.5383  1983.7
0.5840          10.3587      -1.1060      11.4647  1971.0
0.5850          10.3336      -1.0559      11.3895  1958.1
0.5860          10.3151      -1.0129      11.3280  1947.5
0.5870          10.2524      -0.9753      11.2277  1930.2
0.5880          10.1709      -0.9434      11.1143  1910.8
0.5890          10.1398      -0.9183      11.0581  1901.1
0.5900          10.1032      -0.9015      11.0046  1891.9
0.5910          10.1404      -0.8926      11.0330  1896.8
0.5920          10.1217      -0.8904      11.0121  1893.2
0.5930          10.0480      -0.8967      10.9446  1881.6
0.5940          10.1229      -0.9143      11.0372  1897.5
0.5950          10.0613      -0.9434      11.0047  1891.9
0.5960          10.0537      -0.9832      11.0370  1897.5
0.5970          10.0438      -1.0338      11.0776  1904.4
0.5980          10.0567      -1.0968      11.1535  1917.5
0.5990          10.0445      -1.1706      11.2150  1928.1
0.6000          10.0184      -1.2555      11.2739  1938.2
0.6010          10.0626      -1.3495      11.4121  1962.0
0.6020          10.0624      -1.4485      11.5109  1978.9
0.6030          10.0758      -1.5501      11.6259  1998.7
0.6040          10.0914      -1.6512      11.7426  2018.8
0.6050          10.0520      -1.7491      11.8010  2028.8
0.6060          10.0545      -1.8416      11.8961  2045.2
0.6070          10.0380      -1.9269      11.9649  2057.0
0.6080          10.0178      -2.0054      12.0232  2067.0
0.6090          10.0399      -2.0777      12.1175  2083.2
0.6100          10.0356      -2.1424      12.1780  2093.6
0.6110          10.0432      -2.2000      12.2432  2104.8
0.6120          10.0469      -2.2495      12.2964  2114.0
0.6130          10.0119      -2.2910      12.3029  2115.1
0.6140           9.9977      -2.3259      12.3235  2118.6
0.6150           9.9282      -2.3547      12.2829  2111.7
0.6160           9.9007      -2.3770      12.2778  2110.8
0.6170           9.8873      -2.3932      12.2805  2111.2
0.6180           9.8766      -2.4037      12.2803  2111.2
0.6190           9.8786      -2.4085      12.2871  2112.4
0.6200           9.8821      -2.4089      12.2910  2113.1
0.6210           9.8938      -2.4036      12.2974  2114.2
0.6220           9.8408      -2.3929      12.2337  2103.2
0.6230           9.8267      -2.3766      12.2034  2098.0
0.6240           9.8130      -2.3555      12.1685  2092.0
0.6250           9.7620      -2.3298      12.0918  2078.8
0.6260           9.7801      -2.3004      12.0805  2076.9
0.6270           9.7331      -2.2677      12.0008  2063.2
0.6280           9.7414      -2.2330      11.9744  2058.6
0.6290           9.7857      -2.1960      11.9817  2059.9
0.6300           9.7242      -2.1589      11.8831  2042.9
0.6310           9.6664      -2.1232      11.7897  2026.9
0.6320           9.6682      -2.0898      11.7580  2021.4
0.6330           9.6317      -2.0602      11.6920  2010.1
0.6340           9.6138      -2.0370      11.6507  2003.0
0.6350           9.6302      -2.0219      11.6521  2003.2
0.6360           9.5935      -2.0141      11.6076  1995.6
0.6370           9.6093      -2.0122      11.6214  1997.9
0.6380           9.6213      -2.0168      11.6381  2000.8
0.6390           9.5775      -2.0282      11.6056  1995.2
0.6400           9.5400      -2.0455      11.5856  1991.8
0.6410           9.5973      -2.0678      11.6651  2005.5
0.6420           9.5863      -2.0923      11.6786  2007.8
0.6430           9.5997      -2.1198      11.7195  2014.8
0.6440           9.5422      -2.1490      11.6912  2009.9
0.6450           9.6096      -2.1790      11.7886  2026.7
0.6460           9.5264      -2.2087      11.7351  2017.5
0.6470           9.4678      -2.2372      11.7050  2012.3
0.6480           9.4430      -2.2638      11.7067  2012.6
0.6490           9.4536      -2.2870      11.7406  2018.4
0.6500           9.5111      -2.3051      11.8163  2031.4
0.6510           9.4460      -2.3185      11.7645  2022.5
0.6520           9.4156      -2.3261      11.7417  2018.6
0.6530           9.3435      -2.3267      11.6702  2006.3
0.6540           9.3409      -2.3190      11.6599  2004.6
0.6550           9.2768      -2.3032      11.5800  1990.8
0.6560           9.2603      -2.2783      11.5387  1983.7
0.6570           9.2170      -2.2452      11.4623  1970.6
0.6580           9.1763      -2.2038      11.3802  1956.5
0.6590           9.2083      -2.1553      11.3635  1953.6
0.6600           9.1210      -2.1025      11.2235  1929.5
0.6610           9.0644      -2.0477      11.1121  1910.4
0.6620           9.0582      -1.9929      11.0511  1899.9
0.6630           9.0612      -1.9411      11.0023  1891.5
0.6640           9.0546      -1.8942      10.9489  1882.3
0.6650           9.0720      -1.8531      10.9250  1878.2
0.6660           9.0557      -1.8182      10.8739  1869.4
0.6670           9.0210      -1.7899      10.8109  1858.6
0.6680           9.0174      -1.7672      10.7846  1854.1
0.6690           9.0182      -1.7499      10.7682  1851.3
0.6700           9.0118      -1.7377      10.7495  1848.0
0.6710           9.0079      -1.7327      10.7405  1846.5
0.6720           8.9778      -1.7343      10.7121  1841.6
0.6730           8.9892      -1.7404      10.7296  1844.6
0.6740           9.0230      -1.7502      10.7732  1852.1
0.6750           9.0429      -1.7622      10.8051  1857.6
0.6760           9.0443      -1.7744      10.8186  1859.9
0.6770           9.0459      -1.7866      10.8325  1862.3
0.6780           9.0081      -1.7970      10.8051  1857.6
0.6790           9.0377      -1.8053      10.8429  1864.1
0.6800           8.9993      -1.8097      10.8090  1858.3
0.6810           9.0039      -1.8093      10.8132  1859.0
0.6820           8.9928      -1.8038      10.7966  1856.1
0.6830           8.9508      -1.7939      10.7447  1847.2
0.6840           8.9044      -1.7807      10.6851  1837.0
0.6850           8.8315      -1.7644      10.5959  1821.6
0.6860           8.7668      -1.7458      10.5126  1807.3
0.6870           8.7253      -1.7248      10.4501  1796.6
0.6880           8.7093      -1.7003      10.4096  1789.6
0.6890           8.6381      -1.6746      10.3127  1772.9
0.6900           8.6172      -1.6485      10.2657  1764.9
0.6910           8.6458      -1.6235      10.2693  1765.5
0.6920           8.5679      -1.6010      10.1689  1748.2
0.6930           8.5200      -1.5809      10.1009  1736.5
0.6940           8.4582      -1.5638      10.0220  1723.0
0.6950           8.3668      -1.5515       9.9183  1705.1
0.6960           8.3798      -1.5442       9.9241  1706.1
0.6970           8.3682      -1.5415       9.9097  1703.7
0.6980           8.3090      -1.5443       9.8534  1694.0
0.6990           8.3341      -1.5524       9.8865  1699.7
0.7000           8.3141      -1.5656       9.8797  1698.5
0.7010           8.2656      -1.5849       9.8505  1693.5
0.7020           8.1805      -1.6093       9.7898  1683.1
0.7030           8.1793      -1.6381       9.8173  1687.8
0.7040           8.2188      -1.6714       9.8902  1700.3
0.7050           8.1824      -1.7093       9.8917  1700.6
0.7060           8.2170      -1.7514       9.9684  1713.8
0.7070           8.2239      -1.7963      10.0202  1722.7
0.7080           8.1940      -1.8438      10.0378  1725.7
0.7090           8.1376      -1.8922      10.0298  1724.3
0.7100           8.1269      -1.9416      10.0685  1731.0
0.7110           8.0635      -1.9923      10.0559  1728.8
0.7120           8.0924      -2.0430      10.1355  1742.5
0.7130           8.0499      -2.0926      10.1424  1743.7
0.7140           7.9901      -2.1402      10.1302  1741.6
0.7150           7.9286      -2.1856      10.1142  1738.8
0.7160           7.9062      -2.2289      10.1350  1742.4
0.7170           7.9162      -2.2688      10.1850  1751.0
0.7180           7.9279      -2.3048      10.2327  1759.2
0.7190           7.9256      -2.3384      10.2640  1764.6
0.7200           7.9359      -2.3683      10.3042  1771.5
0.7210           7.9017      -2.3949      10.2965  1770.2
0.7220           7.9153      -2.4176      10.3328  1776.4
0.7230           7.8802      -2.4367      10.3169  1773.7
0.7240           7.8262      -2.4519      10.2781  1767.0
0.7250           7.8688      -2.4635      10.3322  1776.3
0.7260           7.8097      -2.4710      10.2807  1767.4
0.7270           7.8306      -2.4752      10.3058  1771.8
0.7280           7.7748      -2.4758      10.2506  1762.3
0.7290           7.7541      -2.4731      10.2272  1758.3
0.7300           7.7576      -2.4668      10.2244  1757.8
0.7310           7.7336      -2.4573      10.1909  1752.0
0.7320           7.7122      -2.4467      10.1589  1746.5
0.7330           7.6941      -2.4356      10.1297  1741.5
0.7340           7.7206      -2.4259      10.1465  1744.4
0.7350           7.6816      -2.4183      10.1000  1736.4
0.7360           7.6460      -2.4146      10.0606  1729.6
0.7370           7.6345      -2.4151      10.0496  1727.7
0.7380           7.5815      -2.4237      10.0052  1720.1
0.7390           7.5547      -2.4404       9.9951  1718.4
0.7400           7.5226      -2.4674       9.9901  1717.5
0.7410           7.4669      -2.5034       9.9703  1714.1
0.7420           7.4292      -2.5483       9.9775  1715.3
0.7430           7.4504      -2.6010      10.0514  1728.0
0.7440           7.4425      -2.6597      10.1022  1736.8
0.7450           7.4070      -2.7232      10.1302  1741.6
0.7460           7.3525      -2.7908      10.1434  1743.8
0.7470           7.3327      -2.8582      10.1908  1752.0
0.7480           7.3414      -2.9245      10.2659  1764.9
0.7490           7.3646      -2.9885      10.3530  1779.9
0.7500           7.3563      -3.0485      10.4048  1788.8
0.7510           7.3173      -3.1044      10.4217  1791.7
0.7520           7.2862      -3.1550      10.4412  1795.0
0.7530           7.2600      -3.2002      10.4603  1798.3
0.7540           7.2597      -3.2399      10.4996  1805.1
0.7550           7.2296      -3.2743      10.5039  1805.8
0.7560           7.1938      -3.3038      10.4975  1804.7
0.7570           7.1771      -3.3290      10.5061  1806.2
0.7580           7.1510      -3.3501      10.5011  1805.3
0.7590           7.0771      -3.3676      10.4447  1795.6
0.7600           7.0755      -3.3826      10.4580  1797.9
0.7610           7.0689      -3.3947      10.4636  1798.9
